subj task isi lagt2 t2in reponset1 reponset2 correct1 correct2
bangelo1 test 0 0 2 0 True True
bangelo1 test 7 1 4 1 True True
bangelo1 test 1 1 2 1 False True
bangelo1 test 6 1 3 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 8 1 1 1 True True
bangelo1 test 0 0 3 0 True True
bangelo1 test 0 0 4 0 True True
bangelo1 test 4 1 1 1 True True
bangelo1 test 5 1 1 1 True True
bangelo1 test 3 1 1 1 True True
bangelo1 test 5 1 3 1 True True
bangelo1 test 5 1 1 1 True True
bangelo1 test 1 1 3 1 True True
bangelo1 test 7 1 2 0 True False
bangelo1 test 4 1 4 1 True True
bangelo1 test 1 1 1 0 True False
bangelo1 test 1 1 4 0 True False
bangelo1 test 2 1 1 0 True False
bangelo1 test 0 0 4 0 True True
bangelo1 test 5 1 4 0 True False
bangelo1 test 6 1 2 0 True False
bangelo1 test 5 1 3 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 0 0 4 0 True True
bangelo1 test 0 0 3 0 True True
bangelo1 test 6 1 1 1 True True
bangelo1 test 3 1 1 1 True True
bangelo1 test 7 1 3 1 True True
bangelo1 test 5 1 3 1 True True
bangelo1 test 2 1 1 1 True True
bangelo1 test 7 1 4 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 3 1 2 1 True True
bangelo1 test 1 1 1 0 True False
bangelo1 test 4 1 2 0 True False
bangelo1 test 2 1 3 0 True False
bangelo1 test 7 1 1 0 True False
bangelo1 test 7 1 1 1 True True
bangelo1 test 1 1 3 1 True True
bangelo1 test 8 1 4 0 True False
bangelo1 test 3 1 4 1 True True
bangelo1 test 0 0 2 0 True True
bangelo1 test 0 0 2 0 True True
bangelo1 test 0 0 2 0 True True
bangelo1 test 0 0 4 1 True False
bangelo1 test 3 1 3 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 0 0 3 0 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 0 0 4 1 True False
bangelo1 test 8 1 2 0 True False
bangelo1 test 8 1 3 0 True False
bangelo1 test 4 1 3 1 True True
bangelo1 test 2 1 4 0 True False
bangelo1 test 4 1 1 1 True True
bangelo1 test 2 1 1 1 True True
bangelo1 test 1 1 4 1 True True
bangelo1 test 4 1 4 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 5 1 1 1 True True
bangelo1 test 8 1 1 1 True True
bangelo1 test 6 1 4 1 True True
bangelo1 test 0 0 2 1 True False
bangelo1 test 3 1 2 1 True True
bangelo1 test 2 1 1 1 True True
bangelo1 test 6 1 1 1 True True
bangelo1 test 4 1 1 0 True False
bangelo1 test 6 1 2 1 True True
bangelo1 test 1 1 2 1 True True
bangelo1 test 2 1 2 1 True True
bangelo1 test 6 1 3 1 True True
bangelo1 test 8 1 1 1 True True
bangelo1 test 4 1 2 0 True False
bangelo1 test 8 1 4 1 True True
bangelo1 test 8 1 2 0 True False
bangelo1 test 5 1 2 1 True True
bangelo1 test 3 1 4 0 True False
bangelo1 test 3 1 4 1 True True
bangelo1 test 7 1 2 1 True True
bangelo1 test 7 1 2 1 True True
bangelo1 test 0 0 1 0 True True
bangelo1 test 2 1 2 0 True False
bangelo1 test 6 1 2 1 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 3 1 True False
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 2 1 True False
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 2 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 3 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 4 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 0 0 1 0 True True
bangelo1 trainingB 1 1 4 0 True False
bangelo1 trainingB 1 1 1 1 True True
bangelo1 trainingB 1 1 1 1 False True
bangelo1 trainingB 1 1 3 1 True True
bangelo1 trainingB 1 1 3 1 False True
bangelo1 trainingB 1 1 1 0 True False
bangelo1 trainingB 1 1 4 1 True True
bangelo1 trainingB 1 1 2 1 True True
bangelo1 trainingB 1 1 3 1 True True
bangelo1 trainingB 1 1 2 1 True True
bangelo1 trainingB 2 1 3 1 True True
bangelo1 trainingB 2 1 3 1 True True
bangelo1 trainingB 2 1 3 1 True True
bangelo1 trainingB 2 1 1 1 True True
bangelo1 trainingB 2 1 4 1 True True
bangelo1 trainingB 2 1 4 1 True True
bangelo1 trainingB 2 1 1 1 True True
bangelo1 trainingB 2 1 2 1 True True
bangelo1 trainingB 2 1 1 1 True True
bangelo1 trainingB 2 1 3 1 True True
bangelo1 trainingB 3 1 2 1 True True
bangelo1 trainingB 3 1 1 1 False True
bangelo1 trainingB 3 1 1 1 True True
bangelo1 trainingB 3 1 4 1 True True
bangelo1 trainingB 3 1 3 1 True True
bangelo1 trainingB 3 1 2 1 True True
bangelo1 trainingB 3 1 1 0 True False
bangelo1 trainingB 3 1 3 1 True True
bangelo1 trainingB 3 1 2 1 True True
bangelo1 trainingB 3 1 2 1 True True
bangelo1 trainingB 4 1 4 1 True True
bangelo1 trainingB 4 1 4 1 True True
bangelo1 trainingB 4 1 3 0 True False
bangelo1 trainingB 4 1 1 1 True True
bangelo1 trainingB 4 1 4 1 True True
bangelo1 trainingB 4 1 4 1 True True
bangelo1 trainingB 4 1 4 0 True False
bangelo1 trainingB 4 1 3 1 True True
bangelo1 trainingB 4 1 3 1 True True
bangelo1 trainingB 4 1 1 1 False True
bangelo1 trainingB 5 1 4 1 True True
bangelo1 trainingB 5 1 3 1 True True
bangelo1 trainingB 5 1 3 1 True True
bangelo1 trainingB 5 1 4 0 True False
bangelo1 trainingB 5 1 1 1 False True
bangelo1 trainingB 5 1 2 0 True False
bangelo1 trainingB 5 1 3 1 True True
bangelo1 trainingB 5 1 4 1 True True
bangelo1 trainingB 5 1 3 1 True True
bangelo1 trainingB 5 1 1 1 True True
bangelo1 trainingB 6 1 2 1 True True
bangelo1 trainingB 6 1 2 1 True True
bangelo1 trainingB 6 1 2 0 True False
bangelo1 trainingB 6 1 2 1 True True
bangelo1 trainingB 6 1 1 1 False True
bangelo1 trainingB 6 1 1 1 True True
bangelo1 trainingB 6 1 4 1 True True
bangelo1 trainingB 6 1 3 0 True False
bangelo1 trainingB 6 1 1 1 True True
bangelo1 trainingB 6 1 1 1 True True
bangelo1 trainingB 7 1 2 1 True True
bangelo1 trainingB 7 1 1 1 True True
bangelo1 trainingB 7 1 4 1 True True
bangelo1 trainingB 7 1 3 0 True False
bangelo1 trainingB 7 1 4 1 True True
bangelo1 trainingB 7 1 2 1 True True
bangelo1 trainingB 7 1 4 1 True True
bangelo1 trainingB 7 1 3 1 True True
bangelo1 trainingB 7 1 1 1 True True
bangelo1 trainingB 7 1 2 1 True True
bangelo1 trainingB 8 1 4 1 True True
bangelo1 trainingB 8 1 2 1 True True
bangelo1 trainingB 8 1 3 1 True True
bangelo1 trainingB 8 1 3 1 True True
bangelo1 trainingB 8 1 1 1 True True
bangelo1 trainingB 8 1 1 1 True True
bangelo1 trainingB 8 1 1 1 True True
bangelo1 trainingB 8 1 4 1 True True
bangelo1 trainingB 8 1 1 1 True True
bangelo1 trainingB 8 1 2 1 True True
bangelo1 retestB 0 0 2 1 True False
bangelo1 retestB 7 1 4 1 False True
bangelo1 retestB 1 1 1 1 True True
bangelo1 retestB 6 1 1 1 True True
bangelo1 retestB 0 0 4 0 True True
bangelo1 retestB 8 1 2 1 True True
bangelo1 retestB 0 0 2 0 True True
bangelo1 retestB 0 0 3 0 True True
bangelo1 retestB 4 1 3 0 True False
bangelo1 retestB 5 1 1 1 True True
bangelo1 retestB 3 1 3 1 True True
bangelo1 retestB 5 1 4 1 True True
bangelo1 retestB 5 1 1 1 True True
bangelo1 retestB 1 1 1 0 True False
bangelo1 retestB 7 1 4 1 True True
bangelo1 retestB 4 1 2 0 True False
bangelo1 retestB 1 1 2 1 True True
bangelo1 retestB 1 1 1 1 True True
bangelo1 retestB 2 1 3 1 True True
bangelo1 retestB 0 0 4 0 True True
bangelo1 retestB 5 1 2 1 True True
bangelo1 retestB 6 1 1 1 True True
bangelo1 retestB 5 1 2 1 True True
bangelo1 retestB 0 0 2 1 True False
bangelo1 retestB 0 0 3 0 True True
bangelo1 retestB 0 0 2 1 True False
bangelo1 retestB 6 1 3 1 True True
bangelo1 retestB 3 1 1 1 True True
bangelo1 retestB 7 1 3 1 True True
bangelo1 retestB 5 1 1 1 True True
bangelo1 retestB 2 1 3 1 True True
bangelo1 retestB 7 1 1 0 True False
bangelo1 retestB 0 0 1 0 True True
bangelo1 retestB 3 1 3 0 True False
bangelo1 retestB 1 1 1 1 True True
bangelo1 retestB 4 1 4 0 True False
bangelo1 retestB 2 1 1 1 True True
bangelo1 retestB 7 1 3 1 True True
bangelo1 retestB 7 1 3 1 True True
bangelo1 retestB 1 1 2 0 True False
bangelo1 retestB 8 1 2 1 True True
bangelo1 retestB 3 1 1 1 True True
bangelo1 retestB 0 0 3 0 True True
bangelo1 retestB 0 0 2 1 True False
bangelo1 retestB 0 0 2 0 False True
bangelo1 retestB 0 0 4 0 True True
bangelo1 retestB 3 1 1 1 True True
bangelo1 retestB 0 0 1 0 True True
bangelo1 retestB 0 0 4 0 True True
bangelo1 retestB 0 0 1 0 True True
bangelo1 retestB 0 0 1 0 True True
bangelo1 retestB 8 1 3 1 True True
bangelo1 retestB 8 1 3 1 True True
bangelo1 retestB 4 1 4 1 True True
bangelo1 retestB 2 1 1 1 False True
bangelo1 retestB 4 1 2 1 True True
bangelo1 retestB 2 1 1 1 True True
bangelo1 retestB 1 1 3 1 True True
bangelo1 retestB 4 1 2 1 True True
bangelo1 retestB 0 0 2 0 True True
bangelo1 retestB 5 1 2 1 True True
bangelo1 retestB 8 1 2 1 True True
bangelo1 retestB 6 1 1 1 True True
bangelo1 retestB 0 0 2 1 True False
bangelo1 retestB 3 1 2 1 True True
bangelo1 retestB 2 1 3 1 True True
bangelo1 retestB 6 1 4 1 True True
bangelo1 retestB 4 1 4 1 True True
bangelo1 retestB 6 1 4 1 True True
bangelo1 retestB 1 1 2 1 True True
bangelo1 retestB 2 1 4 1 True True
bangelo1 retestB 6 1 3 0 True False
bangelo1 retestB 8 1 4 1 True True
bangelo1 retestB 4 1 1 1 True True
bangelo1 retestB 8 1 4 1 True True
bangelo1 retestB 8 1 3 1 True True
bangelo1 retestB 5 1 2 1 True True
bangelo1 retestB 3 1 4 1 True True
bangelo1 retestB 3 1 3 1 True True
bangelo1 retestB 7 1 2 0 True False
bangelo1 retestB 7 1 2 1 True True
bangelo1 retestB 0 0 3 0 True True
bangelo1 retestB 2 1 4 1 True True
bangelo1 retestB 6 1 1 0 True False
